ID	Family	Genus	Species	Part	matched_name	taxon.synonyms	NCBITaxonomy	ott_id	query_otol_kingdom	query_otol_phylum	query_otol_class	query_otol_order	query_otol_family	query_otol_genus	query_otol_species
Lippia cardiostegia|AE	verbenaceae	Lippia	lippia cardiostegia	AE	Lippia cardiostegia	"['Lippia brenesii', 'Lippia cardiostegia skutchii', 'Lippia durangensis', 'Lippia hypoleia ovatifolia', 'Lippia lucens', 'Lippia myriocephala ovatifolia', 'Lippia salamensis', 'Lippia tepicana']"	1475416|Lippia cardiostegia	5793625	Archaeplastida	Streptophyta	Magnoliopsida	Lamiales	Verbenaceae	Lippia	Lippia cardiostegia
Blechnum buchtienii|L	blechnaceae	Blechnum	blechnum buchtienii	L	Blechnum buchtienii	"['Blechnum auratum', 'Blechnum buchtienii', 'Lomaria aurata', 'Lomariocycas buchtienii', 'Struthiopteris buchtienii']"	1816501|Lomariocycas aurata	5689986	Archaeplastida	Streptophyta	Polypodiopsida	Polypodiales	Blechnaceae	Lomariocycas	Lomariocycas aurata
Lonchocarpus heptaphyllus|L	fabaceae/pap.	Lonchocarpus	lonchocarpus heptaphyllus	L	Lonchocarpus heptaphyllus	"['Cytisus membranaceus', 'Dalbergia heptaphylla', 'Dalbergia pentaphylla', 'Lonchocarpus latifolius', 'Lonchocarpus pentaphyllus']"	681455|Lonchocarpus heptaphyllus	922295	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lonchocarpus	Lonchocarpus heptaphyllus
Lophanthera hammelii|AE	malpighiaceae	Lophanthera	lophanthera hammelii	AE	Lophanthera hammelii	[]	1027166|Lophanthera hammelii	932396	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Lophanthera	Lophanthera hammelii
Lupinus costaricensis|WP	fabaceae/pap.	Lupinus	lupinus costaricensis	WP	Lupinus costaricensis	[]		3923233	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	Lupinus costaricensis
Lycianthes multinervium|WP	solanaceae	Lycianthes	Lycianthes multinervium	WP					Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Lycianthes	Lycianthes multinervium
Mabea occidentalis|AE	euphorbiaceae	Mabea	mabea occidentalis	AE	Mabea occidentalis	"['Mabea acutissima', 'Mabea belizensis', 'Mabea glauca', 'Mabea microcarpa', 'Mabea occidentalis genuina', 'Mabea pallida']"		3911825	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Mabea	Mabea occidentalis
Machaerium biovulatum|WP	fabaceae/pap.	Machaerium	machaerium biovulatum	WP	Machaerium biovulatum	"['Machaerium langlassei', 'Machaerium lilacinum', 'Machaerium robiniifolium', 'Machaerium robiniifolium ampliata', 'Nissolia robiniifolia']"	1136844|Machaerium biovulatum	886286	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Machaerium	Machaerium biovulatum
Maclura tinctoria|AE	moraceae	Maclura	maclura tinctoria	AE	Maclura tinctoria	"['Broussonetia plumerii', 'Broussonetia tinctoria', 'Broussonetia xanthoxylon', 'Chlorophora mora', 'Chlorophora reticulata', 'Chlorophora tinctoria', 'Chlorophora tinctoria acuminatissima', 'Chlorophora tinctoria affinis', 'Chlorophora tinctoria miqueliana', 'Chlorophora tinctoria mora', 'Chlorophora tinctoria ovata', 'Chlorophora tinctoria polyneura', 'Chlorophora tinctoria tataiba', 'Chlorophora tinctoria xanthoxylon', 'Chlorophora tinctoria zanthoxylon', 'Fusticus glabra', 'Fusticus tataiba', 'Fusticus tinctoria', 'Fusticus vera', 'Fusticus xanthoxylon', 'Ioxylon mora', 'Machtra tinctoria subcuneata', 'Maclura affinis', 'Maclura chlorocarpa', 'Maclura mora', 'Maclura plumerii', 'Maclura plumiera', 'Maclura polyneura', 'Maclura sempervirens', 'Maclura sieberi', 'Maclura subintegerrima', 'Maclura tinctoria affinis', 'Maclura tinctoria chlorocarpa', 'Maclura tinctoria mora', 'Maclura tinctoria ovata', 'Maclura tinctoria polyneura', 'Maclura tinctoria subintegerrirna', 'Maclura tinctoria xanthoxylon', 'Maclura tinctoria zanthoxylon', 'Maclura trilobata', 'Maclura velutina', 'Maclura xanthoxyloides', 'Maclura xanthoxylon', 'Morus brasiliensis', 'Morus dioica', 'Morus plumiera', 'Morus spinosa', 'Morus tataiba', 'Morus tatayiba', 'Morus tictoria', 'Morus tinctoria', 'Morus xanthoxylon', 'Procris sieberi']"	681456|Maclura tinctoria	922301	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Moraceae	Maclura	Maclura tinctoria
Macrolobium costaricense|AE	fabaceae/caes.	Macrolobium	macrolobium costaricense	AE	Macrolobium costaricense	[]	2082047|Macrolobium costaricense	3917512	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Macrolobium	Macrolobium costaricense
Maianthemum paludicola|WP	convallariaceae	Maianthemum	maianthemum paludicola	WP	Maianthemum paludicola	[]		3995526	Archaeplastida	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Maianthemum	Maianthemum paludicola
Malvaviscus concinnus|AE	malvaceae	Malvaviscus	malvaviscus concinnus	AE	Malvaviscus concinnus	"['Achania concinna', 'Hibiscus racemosus', 'Malvaviscus arboreus williamsii', 'Malvaviscus cordatus', 'Malvaviscus cuspidatus', 'Malvaviscus funckeanus', 'Malvaviscus glabrescens', 'Malvaviscus guerkeanus', 'Malvaviscus integrifolius', 'Malvaviscus leucocarpus', 'Malvaviscus maynensis', 'Malvaviscus oligotrichus', 'Malvaviscus spathulatus', 'Malvaviscus speciosus', 'Malvaviscus ulei', 'Malvaviscus velutinus', 'Malvaviscus williamsii']"	1076882|Malvaviscus concinnus	175984	Archaeplastida	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Malvaviscus	Malvaviscus concinnus
Marila laxiflora|AE	clusiaceae	Marila	marila laxiflora	AE	Marila laxiflora	['Marila verapazensis']	279240|Marila laxiflora	55192	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Calophyllaceae	Marila	Marila laxiflora
Maytenus woodsonii|AE	celastraceae	Maytenus	maytenus woodsonii	AE	Maytenus woodsonii	"['Maytenus blepharodes', 'Maytenus vulcanicola']"	1081529|Maytenus woodsonii	433240	Archaeplastida	Streptophyta	Magnoliopsida	Celastrales	Celastraceae	Maytenus	Maytenus woodsonii
Panicum maximum|WP	poaceae	Panicum	panicum maximum	WP	Panicum maximum	"['Panicum maximum', 'Urochloa maxima']"	59788|Megathyrsus maximus	861079	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Megathyrsus	Megathyrsus maximus
Meliosma allenii|L	sabiaceae	Meliosma	meliosma allenii	L	Meliosma allenii	"['Meliosma longipetiolata', 'Meliosma maxima']"	1705925|Meliosma allenii	5922895	Archaeplastida	Streptophyta	Magnoliopsida	Proteales	Sabiaceae	Meliosma	Meliosma allenii
Hyptis suaveolens|WP	lamiaceae	Hyptis	hyptis suaveolens	WP	Hyptis suaveolens	"['Ballota suaveolens', 'Bystropogon graveolens', 'Bystropogon suaveolens', 'Gnoteris villosa', 'Hyptis congesta', 'Hyptis ebracteata', 'Hyptis graveolens', 'Hyptis plumieri', 'Hyptis suaveolens', 'Hyptis suaveolens mollissima', 'Marrubium indicum', 'Schaueria graveolens']"	204129|Mesosphaerum suaveolens	544483	Archaeplastida	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Mesosphaerum	Mesosphaerum suaveolens
Miconia argentea|L	melastomataceae	Miconia	miconia argentea	L	Miconia argentea	"['Acinodendron argenteum', 'Cremanium compressum', 'Melastoma argenteum', 'Miconia longistyla', 'Miconia procera']"	263291|Miconia argentea	601405	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Miconia argentea
Miconia ligulata|AE	melastomataceae	Miconia	miconia ligulata	AE	Miconia ligulata	"['Conostegia consimilis', 'Leandra consimilis']"	427232|Miconia ligulata	1017534	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Miconia ligulata
Miconia trinervia|L	melastomataceae	Miconia	miconia trinervia	L	Miconia trinervia	"['Acinodendron scorpioides', 'Acinodendron trinervium', 'Melastoma scorpioides', 'Melastoma trinervia', 'Miconia anceps', 'Miconia scorpioides']"	477144|Miconia trinervia	419578	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Miconia trinervia
Mikania micrantha|WP	asteraceae	Mikania	mikania micrantha	WP	Mikania micrantha	"['? orinocense', 'Eupatorium denticulatum', 'Eupatorium orinocense', 'Eupatorium orinocense orinocense', 'Eupatorium orinocense tamoides', 'Mikania batatifolia', 'Mikania deltoides', 'Mikania denticulata', 'Mikania glechomaefolia', 'Mikania glechomifolia', 'Mikania micrantha hirsuta', 'Mikania micrantha micrantha', 'Mikania orinocensis', 'Mikania scandens genuina', 'Mikania scandens hirsuta', 'Mikania scandens pubescens', 'Mikania scandens subcymosa', 'Mikania scandens umbellifera', 'Mikania scandens villosa', 'Mikania sinuata', 'Mikania subcrenata', 'Mikania subcymosa', 'Mikania tamoides', 'Mikania umbellifera', 'Mikania variabilis', 'Willoughbya heterophylla', 'Willoughbya micrantha', 'Willoughbya scandens orinocensis', 'Willoughbya variabilis']"	192012|Mikania micrantha	266305	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Mikania	Mikania micrantha
Mimosa debilis|WP	fabaceae/mim.	Mimosa	mimosa debilis	WP	Mimosa debilis	"['Mimosa hostmannii', 'Mimosa notata']"	367311|Mimosa debilis	819236	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Mimosa	Mimosa debilis
Mimosa pudica|WP	fabaceae/mim.	Mimosa	mimosa pudica	WP	Mimosa pudica	"['Mimosa hispidula', 'Mimosa pudica glabrata', 'Mimosa tetrandra', 'Mimosa unijuga']"	76306|Mimosa pudica	333195	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Mimosa	Mimosa pudica
Senecio andicola|AE	asteraceae	Senecio	senecio andicola	AE	Senecio andicola	"['Monticalia andicola andicola', 'Pentacalia andicola', 'Pentacalia andicola andicola', 'Senecio andicola', 'Senecio andicola andicola']"		7608583	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Monticalia	Monticalia andicola
Morinda citrifolia|L	rubiaceae	Morinda	morinda citrifolia	L	Morinda citrifolia	"['Byrsophyllum ellipticum', 'Coffea elliptica', 'Morinda angustifolia', 'Morinda aspera', 'Morinda chachuca', 'Morinda citrifolia citrifolia', 'Morinda citrifolia potteri', 'Morinda coreia stenophylla', 'Morinda elliptica', 'Morinda ligulata', 'Morinda littoralis', 'Morinda macrophylla', 'Morinda mudia', 'Morinda multiflora', 'Morinda nodosa', 'Morinda pubescens stenophylla', 'Morinda quadrangularis', 'Morinda stenophylla', 'Morinda teysmanniana', 'Morinda tinctoria', 'Morinda tomentosa', 'Morinda zollingeriana', 'Platanocephalus orientalis', 'Samama citrifolia', 'Sarcocephalus leichhardtii', 'Stylocoryna elliptica']"	43522|Morinda citrifolia	559722	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Morinda	Morinda citrifolia (species in kingdom Archaeplastida)
Myrciaria floribunda|L	myrtaceae	Myrciaria	myrciaria floribunda	L	Myrciaria floribunda	"['Calycorectes cubensis', 'Calyptranthes floribunda', 'Caryophyllus floribundus', 'Eugenia asa-grayi', 'Eugenia floribunda', 'Eugenia leucophloea warmingiana', 'Eugenia maximiliana', 'Eugenia oneillii', 'Eugenia polyneura', 'Eugenia protracta', 'Eugenia pycnoneura', 'Eugenia salzmannii', 'Marlierea brachymischa', 'Marlierea cubensis', 'Myrcia cubensis', 'Myrciaria amazonica', 'Myrciaria arborea', 'Myrciaria arborea rostrata', 'Myrciaria chartacea', 'Myrciaria ciliolata warmingiana', 'Myrciaria longipes', 'Myrciaria longipes opaca', 'Myrciaria longipes pellucida', 'Myrciaria maragnanensis', 'Myrciaria maranhensis', 'Myrciaria maximiliana', 'Myrciaria mexicana', 'Myrciaria oneillii', 'Myrciaria prasina', 'Myrciaria protracta', 'Myrciaria rubrinervis', 'Myrciaria salzmannii', 'Myrciaria schuechiana', 'Myrciaria schuechiana deflexa', 'Myrciaria schuechiana latifolia', 'Myrciaria sellowiana', 'Myrciaria splendens', 'Myrciaria tenuiramis', 'Myrciaria tolypantha', 'Myrciaria tolypantha angustifolia', 'Myrciaria tolypantha latifolia', 'Myrciaria uliginosa', 'Myrciaria verticillata', 'Myrtus floribunda', 'Myrtus micrantha', 'Myrtus verticillata', 'Plinia acutissima', 'Plinia asa-grayi', 'Plinia cubensis', 'Plinia formosa', 'Plinia rubrinervis', 'Siphoneugena cantareirae', 'Siphoneugena micrantha']"	375265|Myrciaria floribunda	326813	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrciaria	Myrciaria floribunda
Nasturtium officinale|WP	brassicaceae	Nasturtium	nasturtium officinale	WP	Nasturtium officinale	"['? nasturtium', 'Baeumerta nasturtium', 'Baeumerta nasturtium-aquaticum', 'Cardamine fontana', 'Cardamine nasturtium', 'Cardamine nasturtium-aquaticum', 'Dictyosperma olgae', 'Nasturtium aquaticum', 'Nasturtium fontanum', 'Nasturtium nasturtium', 'Nasturtium nasturtium-aquaticum', 'Nasturtium nasturtium-aquaticum (L.) H.Karst., nom. inval.', 'Nasturtium officinale asarifolium', 'Nasturtium officinale insipidum', 'Nasturtium officinale intermedium', 'Nasturtium officinale officinale', 'Nasturtium officinale rotundifolium', 'Nasturtium officinale siifolium', 'Nasturtium siifolium', 'Radicula nasturtium', 'Radicula nasturtium-aquaticum', 'Radicula officinalis', 'Rorippa nasturtium', 'Rorippa nasturtium-aquaticum', 'Rorippa officinalis', 'Sisymbrium nasturtium', 'Sisymbrium nasturtium-aquaticum']"	65948|Nasturtium officinale	556245	Archaeplastida	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium	Nasturtium officinale
Neonicholsonia watsonii|L	arecaceae	Neonicholsonia	neonicholsonia watsonii	L	Neonicholsonia watsonii	"['Neonicholsonia georgei', 'Woodsonia scheryi']"	115500|Neonicholsonia watsonii	287649	Archaeplastida	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Neonicholsonia	Neonicholsonia watsonii
Ocotea pentagona|L	lauraceae	Ocotea	ocotea pentagona	L	Ocotea pentagona	"['Ocotea nicaraguensis', 'Ocotea paulii', 'Ocotea pedalifolia', 'Ocotea pentagona', 'Ocotea wedeliana']"	1129451|Ocotea atirrensis	1053805	Archaeplastida	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Ocotea atirrensis
Olyra latifolia|AE	poaceae	Olyra	olyra latifolia	AE	Olyra latifolia	"['Axonopus fockei', 'Axonopus surinamensis', 'Axonopus surinamensis imberbis', 'Olyra arundinacea', 'Olyra brasiliensis', 'Olyra brevifolia', 'Olyra cordifolia', 'Olyra cordifolia scabriuscula', 'Olyra guineensis', 'Olyra lartifolia', 'Olyra latifolia arundinacea', 'Olyra latifolia glabriuscula', 'Olyra latifolia pubescens', 'Olyra latifolia vestita', 'Olyra media', 'Olyra paniculata', 'Olyra pubescens', 'Olyra scabra', 'Olyra surinamensis', 'Panicum surinamense', 'Paspalum fockei', 'Paspalum surinamense', 'Stipa latifolia']"	38716|Olyra latifolia	779603	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Olyra	Olyra latifolia
Omphalea diandra|WP	euphorbiaceae	Omphalea	omphalea diandra	WP	Omphalea diandra	"['Hebecocca panamensis', 'Omphalandria diandra', 'Omphalea cordata', 'Omphalea diandra genuina', 'Omphalea diandra panamensis', 'Omphalea diandra paraensis', 'Omphalea elaeophoroides', 'Omphalea guyanensis', 'Omphalea megacarpa', 'Omphalea panamensis']"	289649|Omphalea diandra	630887	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Omphalea	Omphalea diandra
Onoseris onoseroides|AE	asteraceae	Onoseris	onoseris onoseroides	AE	Onoseris onoseroides	"['Caloseris rupestris', 'Cataleuca rubicunda', 'Hilairia paniculata', 'Isotypus onoseroides', 'Onoseris conspicua', 'Onoseris isotypus', 'Onoseris paniculata', 'Onoseris rupestris', 'Rhodoseris conspicua', 'Schaetzellia deckeri', 'Seris conspicua', 'Seris onoseroides', 'Seris rupestris', 'Spilanthes acmella paniculata']"	882374|Onoseris onoseroides	390666	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Onoseris	Onoseris onoseroides
Oreopanax capitatus|L	araliaceae	Oreopanax	oreopanax capitatus	L	Oreopanax capitatus	"['Aralia arborea', 'Aralia capitata', 'Aralia longifolia', 'Aralia multiflora', 'Aralia ovata', 'Botryodendrum capitatum', 'Hedera capitata', 'Hedera frondosa', 'Hedera multiflora', 'Mesopanax capitatus', 'Mesopanax liebmannii', 'Oreopanax capitatus minor', 'Oreopanax capitatus multiflorus', 'Oreopanax capitatus scandens', 'Oreopanax destructor', 'Oreopanax liebmannii', 'Oreopanax meiocephalus', 'Oreopanax microcephalus', 'Oreopanax oligocarpus', 'Sciadophyllum capitatum', 'Sciodaphyllum capitatum']"	230590|Oreopanax capitatus	163580	Archaeplastida	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Oreopanax	Oreopanax capitatus
Psychotria eurycarpa|AE	rubiaceae	Psychotria	psychotria eurycarpa	AE	Psychotria eurycarpa	"['Psychotria eurycarpa', 'Rudgea simiarum']"		3875622	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	Palicourea eurycarpa
Palicourea guianensis|L	rubiaceae	Palicourea	palicourea guianensis	L	Palicourea guianensis	"['Nonatelia cataractarum', 'Nonatelia guianensis', 'Palicourea barbinervia', 'Palicourea cajannensis', 'Palicourea cayennensis', 'Palicourea guianensis barbinervia', 'Palicourea guianensis glabra', 'Palicourea guianensis glabrescens', 'Palicourea guianensis guianensis', 'Palicourea guianensis occidentalis', 'Palicourea guianensis tetramera', 'Palicourea guianensis trimera', 'Palicourea hebetatum', 'Palicourea hypomalaca', 'Psychotria antillana', 'Psychotria cataractarum', 'Psychotria grandifolia', 'Psychotria guianensis', 'Psychotria lutea', 'Psychotria palicourea', 'Simira palicourea', 'Stephanium guianense', 'Uragoga barbinervia', 'Uragoga palicourea']"	59596|Palicourea guianensis	786590	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	Palicourea guianensis
Paullinia pinnata|AE	sapindaceae	Paullinia	paullinia pinnata	AE	Paullinia pinnata	"['Cururu pinnata', 'Pancovia heckelii', 'Paullinia africana', 'Paullinia angusta', 'Paullinia cartagenensis', 'Paullinia curassavica', 'Paullinia diversiflora', 'Paullinia diversifolia', 'Paullinia hostmannii', 'Paullinia lucida', 'Paullinia nitida', 'Paullinia pendulifolia', 'Paullinia senegalensis', 'Paullinia uvata', 'Semarillaria nitida', 'Serjania confertiflora', 'Serjania confertiflora dasycephala']"	290984|Paullinia pinnata	730985	Archaeplastida	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Paullinia	Paullinia pinnata
Pelliciera rhizophorae|L	theaceae	Pelliciera	pelliciera rhizophorae	L	Pelliciera rhizophorae	"['Pelliciera rhizophoreae', 'Pelliciera rhizophoreae benthamii']"	112840|Pelliciera rhizophorae	91887	Archaeplastida	Streptophyta	Magnoliopsida	Ericales	Tetrameristaceae	Pelliciera	Pelliciera rhizophorae
Pentagonia sprucei|L	rubiaceae	Pentagonia	pentagonia tinajita	L	Pentagonia tinajita	"['Pentagonia alba', 'Pentagonia alfaroana', 'Watsonamra alfaroana', 'Watsonamra tinajita']"	153763|Pentagonia tinajita	919147	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Pentagonia	Pentagonia tinajita
Peperomia galioides|WP	piperaceae	Peperomia	peperomia galioides	WP	Peperomia galioides	"['Peperomia agapatensis', 'Peperomia amphoterophylla', 'Peperomia amphoterophylla glutineofructa', 'Peperomia anisophylla', 'Peperomia apoda', 'Peperomia brachycaula', 'Peperomia ceapanana', 'Peperomia chillonensis', 'Peperomia dendroides', 'Peperomia dendromorphis', 'Peperomia distractiflora', 'Peperomia galiifolia', 'Peperomia galioides aprica', 'Peperomia galioides aromatica', 'Peperomia galioides longifolia', 'Peperomia galioides menkeana', 'Peperomia galioides minutifolia', 'Peperomia galioides nigropunctulata', 'Peperomia galioides saxicola', 'Peperomia galioides umbrosa', 'Peperomia gallitoensis', 'Peperomia garrapatilla', 'Peperomia granata', 'Peperomia guayabillosana', 'Peperomia heterophylla', 'Peperomia inaequalifolia galioides', 'Peperomia inaequalifolia var. galioides', 'Peperomia jamesonii', 'Peperomia longispica', 'Peperomia medianiana', 'Peperomia menkeana', 'Peperomia mollugo', 'Peperomia muscicola', 'Peperomia muscisedens', 'Peperomia oblongifolia', 'Peperomia okarana', 'Peperomia redondoana', 'Peperomia suaveolens', 'Peperomia subcorymbosa', 'Peperomia trullifolia', 'Piper galioides', 'Piper suaveolens']"	352177|Peperomia galioides	680637	Archaeplastida	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	Peperomia galioides
Peperomia hernandiifolia|WP	piperaceae	Peperomia	peperomia hernandiifolia	WP	Peperomia hernandiifolia	"['Peperomia choroniana puberulenta', 'Peperomia ciliifera', 'Peperomia ciliifera filipes', 'Peperomia conserta', 'Peperomia hernandifolia', 'Peperomia hernandiifolia calva', 'Peperomia hernandiifolia ciliifera', 'Peperomia hernandiifolia cryptocarpa', 'Peperomia hernandiifolia filipes', 'Peperomia ponthieui', 'Piper hernandiifolium']"	511528|Peperomia hernandiifolia	78850	Archaeplastida	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	Peperomia hernandiifolia
Persea schiedeana|AE	lauraceae	Persea	persea schiedeana	AE	Persea schiedeana	"['Persea gratissima schiedeana', 'Persea pittieri']"	590026|Persea schiedeana	194867	Archaeplastida	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Persea	Persea schiedeana
Polygonum hispidum|WP	polygonaceae	Polygonum	polygonum hispidum	WP	Polygonum hispidum	"['Persicaria donii', 'Persicaria flaccida', 'Persicaria hydropiper eglandulosa', 'Persicaria hydropiper flaccida', 'Persicaria hydropiper glandulosissima', 'Persicaria hydropiper oryzetum', 'Persicaria maculosa pubescens', 'Persicaria roettleri', 'Polygonum babingtonii', 'Polygonum barbatum', 'Polygonum biscatilium', 'Polygonum bisculatium', 'Polygonum donii', 'Polygonum flaccidum', 'Polygonum flaccidum hispidum', 'Polygonum hamiltonii', 'Polygonum hispidum', 'Polygonum hydropiper acuminatum', 'Polygonum hydropiper flaccidum', 'Polygonum hydropiper glandulosissima', 'Polygonum hydropiper hispidum', 'Polygonum oryzetorum', 'Polygonum posumbu', 'Polygonum pubescens', 'Polygonum rivulare', 'Polygonum roettleri', 'Polygonum spirale', 'Polygonum tenellum']"	488007|Persicaria pubescens	775329	Archaeplastida	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	Persicaria pubescens
Phenax angustifolius|WP	urticaceae	Phenax	phenax angustifolius	WP	Phenax angustifolius	"['Boehmeria angustifolia', 'Phenax ulei', 'Procris longifolia']"		6111828	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Phenax	Phenax angustifolius
Philodendron aurantiifolium|WP	araceae	Philodendron	philodendron aurantiifolium	WP	Philodendron aurantiifolium	['Philodendron calderense']		4000606	Archaeplastida	Streptophyta	Magnoliopsida	Alismatales	Araceae	Philodendron	Philodendron aurantiifolium
Huperzia hippuridea|WP	lycopodiaceae	Huperzia	huperzia hippuridea	WP	Huperzia hippuridea	"['Huperzia boliviana', 'Huperzia hippuridea', 'Huperzia lechleri', 'Huperzia montana', 'Lycopodium bolivianum', 'Lycopodium bolivianum teretiuscula', 'Lycopodium hippurideum', 'Lycopodium hippurideum montanum', 'Lycopodium lechleri', 'Lycopodium montanum', 'Lycopodium poseidonis', 'Urostachys bolivianus', 'Urostachys bolivianus ringshausenii', 'Urostachys bolivianus teretiuscula', 'Urostachys hippuridea', 'Urostachys hippurideus', 'Urostachys hippurideus hippurideus', 'Urostachys hippurideus montanus', 'Urostachys lechleri', 'Urostachys lechleri lehmannii', 'Urostachys lehmannii', 'Urostachys montanus', 'Urostachys poseidonis', 'Urostachys ringshausenii']"	69998|Phlegmariurus hippurideus	174300	Archaeplastida	Streptophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Phlegmariurus	Phlegmariurus hippurideus
Phoradendron sp nov|WP	viscaceae	Phoradendron	phoradendronnov	WP	Phoradendron	"['Allobium', 'Spiciviscum']"	3967|Phoradendron	388681	Archaeplastida	Streptophyta	Magnoliopsida	Santalales	Santalaceae		Phoradendron
Oxalis spiralis|WP	oxalidaceae	Oxalis	oxalisralis	WP	Oxalistylis	"['Aalius', 'Agyneia', 'Anisonema', 'Aporosella', 'Arachnodes', 'Ardinghalia', 'Asterandra', 'Bradleia', 'Bradleja', 'Breyniopsis', 'Cathetus', 'Ceramanthus', 'Ceratogynum', 'Chlorolepis', 'Chorisandra', 'Chorizonema', 'Cicca', 'Clambus', 'Coccoglochidion', 'Conami', 'Cycca', 'Dendrophyllanthus', 'Diasperus', 'Dichelactina', 'Dicholactina', 'Dichrophyllum', 'Dimorphocladium', 'Diplomorpha', 'Emblica', 'Episteira', 'Epistylium', 'Eriococcus', 'Flueggeopsis', 'Fluggeopsis', 'Foersteria', 'Forsteria', 'Geminaria', 'Genesiphyla', 'Genesiphylla', 'Glochidionopsis', 'Glochisandra', 'Gynoon', 'Hemicicca', 'Hemiglochidion', 'Heterocalymnantha', 'Hexadena', 'Hexaspermum', 'Ibina', 'Kirganelia', 'Leichhardtia', 'Lobocarpus', 'Lomanthes', 'Maborea', 'Macraea', 'Maschalanthus', 'Meborea', 'Melanthesa', 'Melanthesopsis', 'Menarda', 'Mirobalanus', 'Moeroris', 'Nellica', 'Niruri', 'Niruris', 'Nymania', 'Nymphanthus', 'Orbicularia', 'Oxalistylis', 'Phyllanthodendron', 'Pseudoglochidion', 'Ramsdenia', 'Redia', 'Reidia', 'Reverchonia', 'Rhopium', 'Roigia', 'Sauropus', 'Scepasma', 'Staurothylax', 'Staurothyrax', 'Synastemon', 'Synexemia', 'Tephranthus', 'Tetraglochidion', 'Tricarium', 'Uranthera', 'Urinaria', 'Williamia', 'Xylophylia', 'Xylophylla', 'Zarcoa']"	58880|Phyllanthus	452944	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Phyllanthaceae		Phyllanthus (genus in kingdom Archaeplastida)
Phyllanthus acuminatus|L	euphorbiaceae	Phyllanthus	phyllanthus acuminatus	L	Phyllanthus acuminatus	"['Diasperus acuminatus', 'Phyllanthus acuminatus paraguariensis', 'Phyllanthus averrhoifolius', 'Phyllanthus cumanensis', 'Phyllanthus foetidus', 'Phyllanthus lycioides', 'Phyllanthus mucronatus', 'Phyllanthus ruscoides', 'Phyllanthus sessei']"	319566|Phyllanthus acuminatus	98948	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus acuminatus
Phytolacca rivinoides|WP	phytolaccaceae	Phytolacca	phytolacca rivinoides	WP	Phytolacca rivinoides	"['Phytolacca icosandra', 'Phytolacca macrostachya', 'Phytolacca polystyla']"	1580009|Phytolacca rivinoides	3944670	Archaeplastida	Streptophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca	Phytolacca rivinoides
